uid,gender,birth,age,zip,gender_pred,is_edm_ok,is_company,reject,PC,Phone,Tablet,Other,last_login,rfm_new,rfm_lastmonth,nes,frequency,monetary,recency,maxprice,avgprice,cnt_item,acc_discount,day_of_week,part_of_day,order_region0,order_region1,order_region2,order_store0,order_store1,order_store2,categories_0_,sign3_0,sign3_1,sign3_2,region3_0,region3_1,region3_2,sign6_0,sign6_1,sign6_2,region6_0,region6_1,region6_2,sign12_0,sign12_1,sign12_2,region12_0,region12_1,region12_2
18704228,O,,,110,F,FALSE,FALSE,FALSE,0,5,0,0,20,活躍_低價值,低潛力低貢獻,活耀,4,0,20,0,0,4,100,4,晚上,,,,,,,,休閒,,,NewBalance,,,生活,,,,,,生活,,,康寧,餐廚,
3009238,F,,,110,F,FALSE,TRUE,FALSE,13,0,0,0,10,活躍_中價值,低潛力高貢獻,活耀,1,500,21,500,500,1,0,7,半夜,,,,,,,,生活,,,鍋具,,,生活,日用,,掃除用具,床/櫃子,家用清潔,日用,生活,,家用清潔,3M科技生活館,床/櫃子
14899802,O,,,110,F,TRUE,FALSE,FALSE,1,0,0,0,27,活躍_高價值,高忠誠高貢獻,活耀,6,63077,7,12610,10512.83333,27,1484,4,下午,,,,,,,,保健,3C,食品,南紡3C,PChome保健,營養品,數位,食品,3C,鏡頭濾鏡,營養品,專業攝影包,3C,食品,數位,相機鏡頭,窈窕,保健
7344687,F,,,111,F,FALSE,FALSE,FALSE,1,0,0,0,1,活躍_中價值,低潛力高貢獻,活耀,4,2514,35,840,628.5,8,0,6,下午,,,,,,,,居家,,,電動工具,,,通訊,周邊,3C,下載/點數,南紡3C,噴墨印表機,周邊,通訊,美妝,噴墨印表機,修繕,南紡3C
7418319,F,,,111,F,FALSE,FALSE,FALSE,,,,,32,未轉換,,潛在,,,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19305170,O,,,111,F,FALSE,FALSE,FALSE,,,,,31,未轉換,,潛在,,,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12661823,F,,,111,F,FALSE,FALSE,FALSE,,,,,32,活躍_中價值,高忠誠高貢獻,活耀,1,1038,73,1038,1038,4,360,5,早上,,,,,,,,,,,,,,,,,,,,,,,,,
8512373,F,,,112,F,FALSE,FALSE,FALSE,,,,,0,未轉換,,潛在,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674243,F,,,114,F,FALSE,FALSE,FALSE,,,,,2,待喚回_低價值,低潛力高貢獻,潛在,,,95,,,,,1,晚上,,,,,,,,休閒,,,SportCity,運動鞋,,周邊,,,下載/點數,,,周邊,,,下載/點數,,
20654719,F,20000617,23,114,F,TRUE,FALSE,FALSE,,,,,4,流失_低價值,沉睡1,潛在,,,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17323239,O,,,114,F,FALSE,FALSE,FALSE,,,,,12,活躍_低價值,沉睡1,活耀,1,799,12,799,799,1,0,4,早上,,,,,,,,,,,,,,,,,,,,,,,,,
19733489,O,,,114,F,FALSE,FALSE,FALSE,5,0,0,0,81,活躍_低價值,高忠誠高貢獻,活耀,7,10686,4,2965,1526.571429,13,594,,,,,,,,,,,,,,,,生活,數位,通訊,攝錄影器材,鍋具,支架,生活,數位,通訊,鍋具,攝錄影器材,支架
5799068,F,,,114,F,FALSE,FALSE,FALSE,,,,,73,活躍_中價值,低潛力高貢獻,活耀,1,714,73,714,714,6,196,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881066,F,,,114,F,FALSE,TRUE,FALSE,,,,,11,活躍_中價值,低潛力高貢獻,活耀,1,1790,11,1790,1790,1,0,,,,,,,,,,,,,,,,日用,,,除濕除蟲,,,日用,,,除濕除蟲,,
19365396,O,,,114,F,FALSE,FALSE,FALSE,,,,,29,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389375,F,,,115,F,FALSE,FALSE,FALSE,,,,,5,活躍_低價值,沉睡1,活耀,1,759,5,759,759,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17929419,O,,,115,F,FALSE,FALSE,FALSE,,,,,80,活躍_低價值,非潛力,活耀,1,229,86,229,229,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160995,F,,,115,F,FALSE,FALSE,FALSE,,,,,43,活躍_高價值,高忠誠高貢獻,活耀,11,38748,12,11039,2767.714286,44,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,
11858460,O,,,115,F,FALSE,FALSE,FALSE,,,,,21,待喚回_低價值,低潛力低貢獻,潛在,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,衣鞋包錶,數位,3C,錄音/音訊周邊,電腦包,
12197762,F,,,115,F,FALSE,FALSE,FALSE,,,,,24,流失_低價值,沉睡1,潛在,,,548,,,,,2,下午,,,,,,,,,,,,,,,,,,,,,,,,,
16033409,O,,,116,F,FALSE,FALSE,FALSE,,,,,15,活躍_低價值,非潛力,活耀,2,6816,15,3859,3408,5,200,2,半夜,,,,,,,,生活,,,BRITA,,,,,,,,,,,,,,
1003381,F,,,116,F,FALSE,FALSE,FALSE,,,,,25,活躍_低價值,非潛力,活耀,2,1092,25,594,546,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12076172,F,,,116,F,FALSE,FALSE,FALSE,,,,,13,活躍_中價值,低潛力高貢獻,活耀,1,889,14,889,889,6,0,3,下午,,,,,,,,居家,周邊,,收納用品,充電/電池,辦公用品,生活,周邊,,MUJI無印良品,,,日用,3C,周邊,MUJI無印良品,,
9897235,O,,,116,F,FALSE,FALSE,FALSE,,,,,74,沉睡_低價值,高流失低潛力,潛在,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16289249,O,,,116,F,TRUE,FALSE,FALSE,0,0,7,0,48,待喚回_低價值,,潛在,,,140,,,,,3,晚上,,,,,,,,衣鞋包錶,食品,,米/食材,三花棉業,,家電,日用,食品,冷熱飲水,米/食材,衛生棉,生活,周邊,家電,餐廚,團購,防護抗菌
20203077,O,,,116,F,FALSE,FALSE,FALSE,,,,,72,活躍_低價值,非潛力,活耀,3,3197,2,1228,1065.666667,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14852779,O,,,116,F,FALSE,FALSE,FALSE,1,0,0,0,32,活躍_中價值,高忠誠高貢獻,活耀,1,527,68,527,527,2,19,6,早上,,,,,,,,,,,,,,,,,,,,日用,家電,食品,鍋具,餐廚,
3389458,O,,,116,F,FALSE,FALSE,FALSE,,,,,12,流失_低價值,高流失低潛力,潛在,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,衣鞋包錶,,,精品,,
11437652,F,,,220,F,FALSE,TRUE,FALSE,,,,,23,沉睡_高價值,待喚回忠誠,潛在,,,190,,,,,6,下午,,,,,,,,,,,,,,食品,,,,,,食品,生活,日用,衛生紙,文具,
17994830,O,,,220,F,FALSE,FALSE,FALSE,,,,,71,流失_低價值,非潛力,潛在,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131227,O,,,220,F,FALSE,FALSE,FALSE,,,,,34,未轉換,非潛力,潛在,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19654575,O,,,220,F,FALSE,FALSE,FALSE,,,,,25,活躍_低價值,非潛力,活耀,2,11039,25,10290,5519.5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6814590,F,,,220,F,FALSE,FALSE,FALSE,,,,,75,待喚回_低價值,非潛力,潛在,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8963401,F,,,220,F,FALSE,FALSE,FALSE,,,,,79,流失_中價值,沉睡1,潛在,,,496,,,,,1,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
847896,F,,,220,F,FALSE,FALSE,FALSE,,,,,19,沉睡_低價值,,潛在,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105609,F,19900228,33,220,F,FALSE,FALSE,FALSE,0,3,0,0,69,活躍_低價值,高潛力低貢獻,活耀,2,1357,78,1061,678.5,4,0,2,晚上,,,,,,,,居家,生活,衣鞋包錶,女包,杯瓶,收納用品,美妝,家電,衣鞋包錶,冷熱飲水,鞋款,票券,美妝,家電,書店,鞋材,三多,南紡食品
15078532,O,,,220,F,FALSE,FALSE,FALSE,,,,,17,,,活耀,1,3985,17,3985,3985,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132513,F,,,221,F,FALSE,FALSE,FALSE,,,,,23,流失_低價值,沉睡1,潛在,,,527,,,,,4,晚上,,,,,,,,數位,,,數位相機,,,休閒,家電,,烤箱/微波爐,,,生活,休閒,周邊,烤箱/微波爐,辦公設備,
9833656,F,,,221,F,FALSE,TRUE,FALSE,,,,,90,,,其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15221422,O,,,221,F,FALSE,FALSE,FALSE,0,5,0,0,30,活躍_低價值,非潛力,活耀,1,1650,30,1650,1650,3,0,1,晚上,,,,,,,,,,,,,,通訊,,,備份,,,通訊,,,備份,,
7023708,F,,,231,F,FALSE,TRUE,FALSE,5,0,0,0,0,活躍_高價值,高忠誠高貢獻,活耀,3,3469,0,2394,1156.333333,11,0,1,下午,,,,,,,,保健,,,醫療用品/器材,,,生活,,,婦幼,玩具,餐廚,生活,周邊,,餐廚,墨水匣/標籤帶,收納
17529203,O,,,231,F,FALSE,FALSE,FALSE,,,,,73,活躍_低價值,非潛力,活耀,1,2275,73,2275,2275,3,0,7,下午,,,,,,,,周邊,,,,,,,,,,,,,,,,,
18196549,O,,,231,F,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,低潛力低貢獻,活耀,3,2482,4,1690,827.3333333,4,0,3,下午,,,,,,,,家電,,,生活家電,,,家電,通訊,,食物調理,安卓殼套,電暖器,通訊,家電,,安卓殼套,電暖器,食物調理
10601650,F,,,231,F,FALSE,FALSE,FALSE,,,,,81,活躍_低價值,低潛力高貢獻,活耀,2,5210,80,3440,2605,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
20862560,O,,,231,F,FALSE,FALSE,FALSE,,,,,29,未轉換,,潛在,,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521013,F,,,231,F,FALSE,FALSE,FALSE,2,0,0,0,35,待喚回_低價值,非潛力,潛在,,,130,,,,,3,下午,,,,,,,,,,,,,,周邊,生活,食品,碳粉匣,收納,進口零食,周邊,生活,食品,進口零食,收納,碳粉匣
8199192,O,,,231,F,FALSE,FALSE,FALSE,,,,,14,流失_低價值,沉睡1,潛在,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314235,F,,,231,F,FALSE,FALSE,FALSE,,,,,65,活躍_中價值,高忠誠高貢獻,活耀,5,7947,0,2774,1589.4,20,50,3,晚上,,,,,,,,日用,,,洗衣精,,,休閒,日用,食品,進口沖調,濕紙巾,健身,休閒,日用,生活,洗衣精,健身,醫療口罩專區
17727527,O,,,231,F,FALSE,FALSE,FALSE,,,,,75,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18290181,F,19691005,54,231,F,FALSE,FALSE,FALSE,,,,,9,活躍_中價值,低潛力高貢獻,活耀,8,9959,7,2659,1244.875,19,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
9392274,O,,,234,F,FALSE,FALSE,FALSE,,,,,70,,,潛在,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19399769,O,,,234,F,FALSE,FALSE,FALSE,,,,,29,活躍_中價值,高忠誠高貢獻,活耀,2,2659,29,1699,1329.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5971768,F,,,234,F,FALSE,FALSE,FALSE,,,,,26,活躍_低價值,低潛力高貢獻,活耀,1,8996,44,4498,4498,4,0,1,早上,,,,,,,,家電,3C,,清淨機,創見,,衣鞋包錶,周邊,休閒,車電,冷熱飲水,鞋材,衣鞋包錶,家電,周邊,冷熱飲水,鞋材,手寫/繪圖板
5879540,F,,,235,F,FALSE,FALSE,FALSE,0,3,0,0,61,待喚回_低價值,非潛力,潛在,,,169,,,,,,,,,,,,,,,,,,,,生活,日用,,衛生紙,餐具,,周邊,生活,日用,衛生紙,餐具,營業設備
15699884,O,,,235,F,FALSE,FALSE,FALSE,,,,,7,,,活耀,1,557,8,557,557,2,0,2,下午,,,,,,,,,,,,,,,,,,,,,,,,,
18620482,O,,,235,F,FALSE,FALSE,FALSE,,,,,79,流失_低價值,沉睡1,潛在,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641948,O,,,235,F,FALSE,FALSE,FALSE,0,26,0,0,24,活躍_高價值,高忠誠高貢獻,活耀,6,3382,16,969,422.75,19,26,1,晚上,,,,,,,,保健,日用,生活,進口食材,養生保健,南紡食品,通訊,書店,生活,品牌家具,進口食材,除濕除蟲,衣鞋包錶,通訊,書店,醫療保健,床包,液晶電視
144377,F,,,235,F,FALSE,FALSE,FALSE,1,0,0,0,30,活躍_中價值,低潛力高貢獻,活耀,4,12261,25,5590,3065.25,4,50,1,晚上,,,,,,,,,,,,,,周邊,通訊,3C,Qi/行電,滑鼠,Logitech/羅技,3C,通訊,周邊,Qi/行電,滑鼠,Logitech/羅技
291212,F,,,235,F,FALSE,FALSE,FALSE,,,,,15,活躍_低價值,非潛力,活耀,1,1780,15,1780,1780,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21092037,O,,,235,F,TRUE,FALSE,FALSE,,,,,60,,,活耀,1,12999,56,12999,12999,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6928959,O,,,236,F,FALSE,FALSE,FALSE,0,15,0,0,27,活躍_中價值,低潛力高貢獻,活耀,1,1050,9,1050,1050,2,0,7,下午,,,,,,,,生活,保健,日用,餐具,婦幼保健,南紡生活,周邊,生活,數位,藍牙耳機,按摩舒壓,餐具,周邊,生活,數位,衛生紙,杯瓶,3M科技生活館
3421888,M,,,236,F,FALSE,FALSE,FALSE,0,92,0,0,65,活躍_低價值,低潛力高貢獻,活耀,1,2970,64,2970,2970,20,79,7,下午,,,,,,,,美妝,食品,,開架保養,,,食品,休閒,通訊,鞋款,線材,耳機/麥克風,通訊,食品,休閒,泡麵,寢具枕,進口食材
19948854,O,,,236,F,FALSE,FALSE,FALSE,,,,,35,活躍_低價值,非潛力,活耀,1,2099,34,2099,2099,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19376444,O,,,236,F,FALSE,FALSE,FALSE,,,,,54,沉睡_中價值,非潛力,潛在,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9397184,F,,,238,F,FALSE,FALSE,FALSE,23,14,0,0,37,活躍_高價值,高忠誠高貢獻,活耀,4,10830,37,4678,2707.5,8,0,4,晚上,,,,,,,,周邊,,,商用列印,,,生活,家電,周邊,醫療保健,醫療口罩專區,家飾,食品,生活,家電,USBHUB/周邊,沐浴乳/洗手乳,隨身碟
13871237,O,,,238,F,FALSE,FALSE,FALSE,,,,,41,活躍_中價值,低潛力高貢獻,活耀,2,7345,3,6880,3672.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12121016,O,,,241,F,FALSE,FALSE,FALSE,,,,,12,待喚回_低價值,待喚回忠誠,潛在,,,160,,,,,5,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
17616402,O,,,241,F,FALSE,FALSE,FALSE,,,,,33,活躍_低價值,低潛力高貢獻,活耀,6,8711,22,3316,1451.833333,10,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704159,O,,,241,F,FALSE,FALSE,FALSE,,,,,42,活躍_低價值,低潛力高貢獻,活耀,1,630,42,630,630,1,0,3,下午,,,,,,,,生活,,,餐廚,,,,,,,,,,,,,,
4730756,F,,,241,F,FALSE,FALSE,FALSE,,,,,76,活躍_低價值,非潛力,活耀,1,767,76,767,767,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013286,F,,,242,F,FALSE,FALSE,FALSE,4,0,0,0,24,活躍_中價值,高忠誠高貢獻,活耀,1,1340,24,1340,1340,1,50,3,晚上,,,,,,,,,,,,,,休閒,通訊,周邊,線材,運動鞋,,周邊,通訊,休閒,運動鞋,線材,
18824223,O,,,242,F,FALSE,FALSE,FALSE,,,,,19,活躍_低價值,,活耀,1,1145,19,1145,1145,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16376687,O,,,242,F,FALSE,FALSE,FALSE,,,,,42,活躍_低價值,非潛力,活耀,1,1085,42,1085,1085,1,0,3,下午,,,,,,,,,,,,,,,,,,,,,,,,,
6243113,F,,,242,F,FALSE,FALSE,FALSE,,,,,33,,,潛在,,,,,,,,5,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
16587603,O,,,242,F,FALSE,FALSE,FALSE,33,0,0,0,0,活躍_中價值,高忠誠高貢獻,活耀,6,5549,0,1623,924.8333333,15,853,2,早上,,,,,,,,日用,居家,,3M科技生活館,衛生紙,,食品,美妝,通訊,辦公品,衛生紙,文具,食品,美妝,周邊,茶葉,文具,紙類
3249535,F,,,242,F,FALSE,FALSE,FALSE,,,,,5,活躍_低價值,高忠誠高貢獻,活耀,4,3953,1,1539,988.25,8,0,5,下午,,,,,,,,保健,,,醫療口罩,,,,,,,,,周邊,日用,,醫療口罩專區,,
15927782,O,,,242,F,FALSE,FALSE,FALSE,,,,,50,活躍_低價值,非潛力,活耀,2,1379,37,699,689.5,2,0,3,晚上,,,,,,,,衣鞋包錶,,,休閒服,,,,,,,,,,,,,,
19175446,O,,,242,F,FALSE,FALSE,FALSE,,,,,57,未轉換,,潛在,,,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7341095,O,,,242,F,FALSE,FALSE,FALSE,,,,,49,待喚回_中價值,低潛力高貢獻,潛在,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20518297,O,,,247,F,TRUE,FALSE,FALSE,,,,,49,未轉換,,潛在,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16856178,O,,,247,F,FALSE,FALSE,FALSE,,,,,1,,,活耀,1,999,1,999,999,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7605569,F,,,247,F,FALSE,FALSE,FALSE,,,,,48,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18772263,O,,,251,F,FALSE,FALSE,FALSE,,,,,12,流失_低價值,沉睡1,潛在,,,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20902437,O,,,251,F,FALSE,FALSE,FALSE,,,,,89,活躍_低價值,低潛力低貢獻,活耀,3,2354,34,779,588.5,4,0,4,早上,,,,,,,,,,,,,,,,,,,,,,,,,
7996574,F,,,300,F,FALSE,FALSE,FALSE,,,,,1,活躍_低價值,沉睡1,活耀,1,680,1,680,680,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20004027,F,19951125,28,300,F,FALSE,FALSE,FALSE,,,,,44,未轉換,,潛在,,,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614641,F,,,300,F,FALSE,FALSE,FALSE,,,,,68,,,活耀,1,661,68,661,661,2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
17426327,O,,,300,F,FALSE,FALSE,FALSE,,,,,60,流失_低價值,沉睡1,潛在,,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574026,F,19800101,43,300,F,FALSE,FALSE,FALSE,,,,,87,流失_低價值,待喚回低潛力,潛在,,,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15177357,O,,,300,F,FALSE,FALSE,FALSE,,,,,13,未轉換,,潛在,,,573,,,,,,,,,,,,,,,,,,,,休閒,,,運動鞋,,,休閒,,,運動鞋,,
17250450,O,,,300,F,FALSE,FALSE,FALSE,,,,,0,活躍_低價值,非潛力,活耀,1,999,4,999,999,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20439619,O,,,300,F,TRUE,FALSE,FALSE,,,,,40,待喚回_低價值,非潛力,潛在,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950932,F,,,300,F,FALSE,FALSE,FALSE,,,,,82,沉睡_低價值,非潛力,潛在,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,生活,,,品牌家具,沙發/椅,
14392397,O,,,302,F,TRUE,FALSE,FALSE,,,,,48,,,活耀,1,1180,48,1180,1180,1,0,2,早上,,,,,,,,,,,,,,,,,,,,,,,,,
7909413,F,,,302,F,FALSE,FALSE,FALSE,,,,,71,沉睡_低價值,,潛在,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670947,F,,,302,F,FALSE,FALSE,FALSE,,,,,55,活躍_低價值,非潛力,活耀,1,266,55,266,266,2,0,4,早上,,,,,,,,,,,,,,,,,,,,,,,,,
20260171,O,,,302,F,FALSE,FALSE,FALSE,,,,,83,活躍_低價值,非潛力,活耀,1,2490,83,2490,2490,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7294633,F,,,302,F,FALSE,FALSE,FALSE,,,,,44,流失_低價值,沉睡1,潛在,,,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18456984,O,,,302,F,FALSE,FALSE,FALSE,,,,,17,活躍_低價值,非潛力,活耀,1,399,17,399,399,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300913,F,,,302,F,TRUE,FALSE,FALSE,1,0,0,0,0,活躍_中價值,低潛力低貢獻,活耀,2,29479,0,28900,14739.5,3,1000,5,下午,,,,,,,,,,,,,,通訊,,,智慧穿戴,,,通訊,生活,,智慧穿戴,,
14377609,O,,,320,F,FALSE,FALSE,FALSE,,,,,78,,,活耀,1,1658,78,1658,1658,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807461,F,,,320,F,TRUE,TRUE,FALSE,,,,,19,待喚回_低價值,,潛在,,,123,,,,,5,早上,,,,,,,,,,,,,,食品,,,零食,飲料,,食品,,,零食,飲料,
5039298,O,,,320,F,FALSE,FALSE,FALSE,,,,,60,,,潛在,,,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11836731,O,,,320,F,FALSE,FALSE,FALSE,,,,,8,活躍_低價值,,活耀,1,920,7,920,920,2,0,2,晚上,,,,,,,,,,,,,,休閒,,,貓砂/用品,,,休閒,,,貓砂/用品,,
14886086,O,,,320,F,FALSE,FALSE,FALSE,,,,,11,,,潛在,,,,,,,,4,早上,,,,,,,,衣鞋包錶,,,電腦包,,,,,,,,,,,,,,
15374976,O,,,320,F,FALSE,FALSE,FALSE,,,,,74,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040678,F,,,324,F,FALSE,TRUE,FALSE,,,,,50,活躍_中價值,非潛力,活耀,1,688,50,688,688,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12319062,F,,,324,F,FALSE,FALSE,FALSE,,,,,19,未轉換,,潛在,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14798665,O,,,324,F,FALSE,FALSE,FALSE,,,,,20,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749696,F,,,330,F,FALSE,FALSE,FALSE,,,,,21,,,潛在,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149878,F,,,330,F,FALSE,FALSE,FALSE,,,,,79,沉睡_高價值,高流失低潛力,潛在,,,231,,,,,2,半夜,,,,,,,,,,,,,,家電,周邊,,電風扇,延長線,,休閒,日用,衣鞋包錶,衛生紙,電風扇,南紡運動
1509061,F,,,330,F,FALSE,FALSE,FALSE,,,,,3,活躍_低價值,非潛力,活耀,1,490,3,490,490,1,0,4,下午,,,,,,,,通訊,,,安卓殼套,,,通訊,,,,,,通訊,,,安卓殼套,,
11226124,O,,,330,F,FALSE,FALSE,FALSE,,,,,18,,,活耀,1,255,32,255,255,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20449669,O,,,330,F,TRUE,FALSE,FALSE,,,,,27,活躍_低價值,非潛力,活耀,1,6870,62,4190,3435,2,0,4,早上,,,,,,,,,,,,,,,,,,,,,,,,,
11843154,O,,,330,F,FALSE,FALSE,FALSE,,,,,34,活躍_高價值,高忠誠高貢獻,活耀,2,6550,49,4588,2183.333333,6,100,3,晚上,,,,,,,,,,,,,,日用,生活,衣鞋包錶,樂高&#174;,清淨機,醫療口罩專區,家電,美妝,日用,專櫃保養,樂高&#174;,醫療口罩專區
5718931,F,,,330,F,FALSE,FALSE,FALSE,,,,,0,活躍_中價值,低潛力高貢獻,活耀,1,5067,0,1689,1689,18,900,,,,,,,,,,,,,,,,,,,,,,,,,,,
17336408,O,,,330,F,FALSE,FALSE,FALSE,,,,,61,活躍_低價值,非潛力,活耀,1,1200,61,1200,1200,1,0,7,晚上,,,,,,,,休閒,,,貓砂/用品,,,,,,,,,,,,,,
14396320,O,,,330,F,FALSE,FALSE,FALSE,1,0,0,0,19,活躍_中價值,高忠誠高貢獻,活耀,4,14453,5,7251,3613.25,11,0,,,,,,,,,,,,,,,,生活,食品,,,,,生活,食品,,,,
10832674,O,,,333,F,FALSE,FALSE,FALSE,,,,,7,活躍_低價值,沉睡1,活耀,1,790,7,790,790,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233542,F,,,333,F,FALSE,FALSE,FALSE,,,,,88,未轉換,,潛在,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074395,O,,,333,F,FALSE,FALSE,FALSE,,,,,65,,,活耀,1,8376,65,5777,4188,6,0,1,早上,,,,,,,,居家,生活,,品牌家具,床墊,,,,,,,,,,,,,
20158113,O,,,333,F,FALSE,FALSE,FALSE,,,,,71,活躍_低價值,低潛力高貢獻,活耀,1,1422,71,1422,1422,1,0,,,,,,,,,,,,,,,,生活,,,收納,,,生活,,,收納,,
5030656,F,,,334,F,FALSE,TRUE,FALSE,,,,,58,待喚回_中價值,低潛力高貢獻,潛在,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7097116,M,,,334,F,FALSE,FALSE,FALSE,,,,,26,,,活耀,1,990,25,990,990,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7223689,F,,,334,F,FALSE,FALSE,FALSE,,,,,65,活躍_中價值,低潛力高貢獻,活耀,1,981,32,981,981,2,0,1,晚上,,,,,,,,,,,,,,,,,,,,衣鞋包錶,,,CASIO,鐘錶,
21112058,O,,,334,F,TRUE,FALSE,FALSE,,,,,77,,,活耀,1,3999,77,3999,3999,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375412,F,,,334,F,FALSE,FALSE,FALSE,,,,,51,待喚回_中價值,,潛在,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,休閒,周邊,筆電,微軟Office,運動鞋,DELL戴爾
20835513,O,,,338,F,FALSE,FALSE,FALSE,,,,,83,流失_低價值,沉睡忠誠,潛在,,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17598003,O,,,338,F,FALSE,FALSE,FALSE,8,0,0,0,42,活躍_低價值,低潛力高貢獻,活耀,1,1274,88,1274,1274,3,0,3,下午,,,,,,,,,,,,,,日用,食品,,醫療口罩專區,進口飲料,進口零食,生活,日用,食品,進口沖調,咖啡茶,醫療保健
20966659,O,,,338,F,FALSE,FALSE,FALSE,,,,,83,待喚回_低價值,非潛力,潛在,,,120,,,,,3,早上,,,,,,,,居家,,,衣架/曬衣架,,,日用,食品,生活,露天,除濕機,收納,家電,日用,3C,除濕機,南紡食品,掃除用具
11250355,O,,,402,F,FALSE,FALSE,FALSE,,,,,39,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093422,F,,,404,F,FALSE,FALSE,FALSE,,,,,16,待喚回_低價值,,潛在,,,162,,,,,7,晚上,,,,,,,,食品,,,冷凍,,,,,,,,,,,,,,
